"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2015,"Iceland","75","Cement, lime and plaster products",723808,745801,0,418484,419246
2015,"Iceland","93","Electric power generation, transmission and distribution",435965,4074997,3639032,9312002,9312002
2015,"Iceland","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Iceland","94","Distribution of gaseous fuels through mains",1432078,1759964,57886,1697402,1697402
2015,"Iceland","104","Water transport",0,0,0,0,0
2015,"Iceland","105","Air transport",32448,32448,0,72986,72986
2015,"Iceland","106","Services to transport",11158,11158,0,11908,11908
2015,"Ireland","26","Petroleum extraction",55592,56674,0,52470,52470
2015,"Ireland","27","Gas extraction",291670,291670,0,338666,338666
2015,"Ireland","40","Mining and quarrying n.e.c.; services to mining",249334,257832,0,244610,244610
2015,"Ireland","47","Cereal products",82907,82907,0,115452,115452
2015,"Ireland","48_49","Aggregate (see variable gloria_sector)",5929,5929,0,13932,13932
2015,"Ireland","51","Sugar refining; cocoa, chocolate and confectionery",161874,161874,0,192580,192580
2015,"Ireland","52_53","Aggregate (see variable gloria_sector)",23574,23574,0,22254,22254
2015,"Ireland","55","Alcoholic and other  beverages",0,0,0,0,0
2015,"Ireland","57","Textiles and clothing",0,0,0,0,0
2015,"Ireland","59","Sawmill products",257472,257472,0,114669,114669
2015,"Ireland","60","Pulp and paper",1492617,1521731,0,1420824,1446544
2015,"Ireland","63","Refined petroleum products",3431764,3431764,0,5608100,5608100
2015,"Ireland","64","Nitrogenous fertilizers",1057391,1057391,0,996389,996389
2015,"Ireland","66","Basic petrochemical products",92151,92151,0,31129,31129
2015,"Ireland","66_67_68_70","Aggregate (see variable gloria_sector)",293484,293484,0,360623,367149
2015,"Ireland","69","Pharmaceuticals and medicinal products",137328,137328,0,124722,124722
2015,"Ireland","70","Dyes, paints, glues, detergents and other chemical products",887576,905612,0,599380,599380
2015,"Ireland","71","Rubber products",13766,13766,0,14466,14466
2015,"Ireland","73","Clay building materials",239612,239612,0,228345,228345
2015,"Ireland","73_74_75_76","Aggregate (see variable gloria_sector)",243329,243329,0,258703,258681
2015,"Ireland","74","Glass and other ceramics n.e.c.",193665,195055,0,196340,196450
2015,"Ireland","74_76","Aggregate (see variable gloria_sector)",243329,243329,0,258703,258681
2015,"Ireland","75","Cement, lime and plaster products",3519579,3620241,0,3309963,3309963
2015,"Ireland","77","Basic iron and steel",8802653,8802653,0,12042278,12042278
2015,"Ireland","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",8802653,8802653,0,12042278,12042278
2015,"Ireland","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",83286,98707,0,115735,115735
2015,"Ireland","85","Fabricated metal products",24639,24639,0,56317,56317
2015,"Ireland","87","Motor vehicles, trailers and semi-trailers",82718,82718,0,45094,45094
2015,"Ireland","88","Other transport equipment",0,0,0,0,0
2015,"Ireland","90","Computers; electronic products; optical and precision instruments",0,0,0,0,0
2015,"Ireland","93","Electric power generation, transmission and distribution",918244,918244,0,5180192,5180192
2015,"Ireland","93_94","Aggregate (see variable gloria_sector)",308,308,0,5872,5872
2015,"Ireland","94","Distribution of gaseous fuels through mains",671608,714360,0,1123404,1123404
2015,"Ireland","97","Materials recovery",0,0,0,0,0
2015,"Ireland","103","Transport via pipeline",673898,673898,0,1165834,1165834
2015,"Ireland","105","Air transport",565330,565330,0,1022489,1004530
2015,"Italy","26","Petroleum extraction",11361514,11658134,0,25437336,25272192
2015,"Italy","27","Gas extraction",1879042,1879042,0,2689124,2640614
2015,"Italy","46","Fish products",103884,103884,0,154820,154820
2015,"Italy","54","Dairy products",0,0,0,15579,15579
2015,"Italy","59","Sawmill products",7690,7690,0,8446,8446
2015,"Italy","60","Pulp and paper",357843,382081,0,30433,30433
2015,"Italy","63","Refined petroleum products",3066036,3066036,0,3812180,3804568
2015,"Italy","64","Nitrogenous fertilizers",1084043,1084043,0,1244938,1244938
2015,"Italy","66","Basic petrochemical products",52438,52438,0,23104,23104
2015,"Italy","66_67_68_70","Aggregate (see variable gloria_sector)",982312,982312,0,1046860,1046860
2015,"Italy","69","Pharmaceuticals and medicinal products",25880,25880,0,26622,26622
2015,"Italy","73","Clay building materials",0,0,0,0,0
2015,"Italy","74","Glass and other ceramics n.e.c.",22455,22455,0,37065,37087
2015,"Italy","75","Cement, lime and plaster products",1381480,1454799,0,1484443,1488285
2015,"Italy","76","Other non-metallic mineral products n.e.c.",76444,76444,0,72049,72049
2015,"Italy","77","Basic iron and steel",2152394,2239659,0,2513734,2516146
2015,"Italy","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",2152394,2239659,0,2513734,2516146
2015,"Italy","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",2044756,2044756,0,2235557,2239174
2015,"Italy","91","Electrical equipment",210031,210031,0,218919,218919
2015,"Italy","93","Electric power generation, transmission and distribution",3795,3795,0,24292,24292
2015,"Italy","93_94","Aggregate (see variable gloria_sector)",0,0,0,603315,603315
2015,"Italy","94","Distribution of gaseous fuels through mains",220718,220718,0,60614,60614
2015,"Italy","96","Waste collection, treatment, and disposal",24603,24603,0,48815,48815
2015,"Italy","104","Water transport",0,0,0,0,0
2015,"Italy","105","Air transport",894035,894035,0,2246646,2246646
2015,"Italy","111","Information services",0,763,0,171,171
2015,"Latvia","28","Iron ores",0,0,0,0,0
2015,"Latvia","37","Quarrying of stone, sand and clay",10966,10966,0,23754,23754
2015,"Latvia","41_42_43_44_45","Aggregate (see variable gloria_sector)",77853,77853,0,97523,97523
2015,"Latvia","47","Cereal products",231968,231968,0,269167,269167
2015,"Latvia","48_49","Aggregate (see variable gloria_sector)",143248,218114,0,255964,255964
2015,"Latvia","50","Food products and feeds n.e.c.",105529,108743,0,124266,124266
2015,"Latvia","51","Sugar refining; cocoa, chocolate and confectionery",221231,221231,0,302325,302325
2015,"Latvia","52_53","Aggregate (see variable gloria_sector)",80313,80313,0,105593,105593
2015,"Latvia","54","Dairy products",115624,125752,0,204466,204466
2015,"Latvia","55","Alcoholic and other  beverages",130032,130032,0,161475,161475
2015,"Latvia","57","Textiles and clothing",105781,118737,0,108255,108255
2015,"Latvia","59","Sawmill products",164651,164651,0,55626,55626
2015,"Latvia","60","Pulp and paper",657662,657662,0,775119,775119
2015,"Latvia","62","Coke oven products",0,0,0,0,0
2015,"Latvia","63","Refined petroleum products",9966868,9966868,0,12535438,12535438
2015,"Latvia","64","Nitrogenous fertilizers",1028875,1028875,0,1088852,1088852
2015,"Latvia","66","Basic petrochemical products",1029210,1053817,0,802712,792734
2015,"Latvia","66_67_68_70","Aggregate (see variable gloria_sector)",8549607,8607012,0,8151544,8151547
2015,"Latvia","69","Pharmaceuticals and medicinal products",205134,205134,0,209822,209822
2015,"Latvia","70","Dyes, paints, glues, detergents and other chemical products",251046,282859,0,248611,248611
2015,"Latvia","72","Plastic products",20177,20177,0,35054,35054
2015,"Latvia","73","Clay building materials",390738,425798,0,514764,514764
2015,"Latvia","73_74_75_76","Aggregate (see variable gloria_sector)",8792,8792,0,6413,6413
2015,"Latvia","74","Glass and other ceramics n.e.c.",693818,693974,0,744628,744628
2015,"Latvia","74_76","Aggregate (see variable gloria_sector)",7467,7467,0,4046,4046
2015,"Latvia","75","Cement, lime and plaster products",6121951,6121951,0,6158175,6158175
2015,"Latvia","76","Other non-metallic mineral products n.e.c.",30566,33306,0,57953,57953
2015,"Latvia","77","Basic iron and steel",7883764,8136760,0,4898413,4898413
2015,"Latvia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",7859586,8112582,0,4875406,4875406
2015,"Latvia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",483477,483477,0,424917,420371
2015,"Latvia","85","Fabricated metal products",10233,10233,0,10196,10196
2015,"Latvia","86","Machinery and equipment",50257,50257,0,35908,35908
2015,"Latvia","87","Motor vehicles, trailers and semi-trailers",170584,170584,0,131034,131034
2015,"Latvia","88","Other transport equipment",22158,22158,0,16568,16568
2015,"Latvia","91","Electrical equipment",5628,5628,0,6761,6761
2015,"Latvia","93","Electric power generation, transmission and distribution",32725,32725,0,12501649,12501649
2015,"Latvia","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Latvia","94","Distribution of gaseous fuels through mains",89134,89134,0,126662,126662
2015,"Latvia","99","Civil engineering construction",5103,5735,0,10119,10119
2015,"Latvia","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",3201,3201,0,2685,2685
2015,"Latvia","103","Transport via pipeline",6722,6722,0,7858,7858
2015,"Latvia","104","Water transport",0,0,0,0,0
2015,"Latvia","105","Air transport",585265,585265,0,1356658,1389028
2015,"Latvia","106","Services to transport",9796,9796,0,18972,18972
2015,"Latvia","111","Information services",0,0,0,366,366
2015,"Latvia","112","Finance and insurance",0,0,0,0,0
2015,"Latvia","114","Professional, scientific and technical services",9236,9236,0,15388,15388
2015,"Latvia","116","Government; social security; defence; public order",0,0,0,0,0
2015,"Latvia","118","Human health and social work activities",24770,24770,0,40240,40348
2015,"Liechtenstein","27","Gas extraction",93034,93034,0,82376,84596
2015,"Liechtenstein","40","Mining and quarrying n.e.c.; services to mining",168099,168099,0,161885,161885
2015,"Liechtenstein","46","Fish products",16030,16030,0,19926,19926
2015,"Liechtenstein","50","Food products and feeds n.e.c.",70589,83337,0,98921,98921
2015,"Liechtenstein","51","Sugar refining; cocoa, chocolate and confectionery",7249,7249,0,12483,12483
2015,"Liechtenstein","52_53","Aggregate (see variable gloria_sector)",57386,57579,0,54455,57765
2015,"Liechtenstein","54","Dairy products",216291,222425,0,448682,448682
2015,"Liechtenstein","55","Alcoholic and other  beverages",53328,53328,0,103632,103632
2015,"Liechtenstein","59","Sawmill products",116666,116666,0,12607,6503
2015,"Liechtenstein","60","Pulp and paper",0,0,0,0,0
2015,"Liechtenstein","63","Refined petroleum products",496128,496128,0,716918,716918
2015,"Liechtenstein","66_67_68_70","Aggregate (see variable gloria_sector)",50797,50797,0,57692,57692
2015,"Liechtenstein","69","Pharmaceuticals and medicinal products",243768,243768,0,297920,297936
2015,"Liechtenstein","73","Clay building materials",0,1699,0,2622,2622
2015,"Liechtenstein","74","Glass and other ceramics n.e.c.",0,0,0,0,0
2015,"Liechtenstein","75","Cement, lime and plaster products",3228084,3228084,0,2709711,2709770
2015,"Liechtenstein","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",792966,792966,0,1301948,1301948
2015,"Liechtenstein","85","Fabricated metal products",0,0,0,0,0
2015,"Liechtenstein","90","Computers; electronic products; optical and precision instruments",28039,28039,0,37252,37252
2015,"Liechtenstein","92","Furniture and other manufacturing n.e.c",20608,20608,0,39644,39644
2015,"Liechtenstein","93","Electric power generation, transmission and distribution",0,0,0,9751298,9759253
2015,"Liechtenstein","93_94","Aggregate (see variable gloria_sector)",29807,60359,0,1461539,1380000
2015,"Liechtenstein","103","Transport via pipeline",4702,4702,0,18408,18408
2015,"Liechtenstein","104","Water transport",0,0,0,0,0
2015,"Liechtenstein","105","Air transport",5317109,5317109,0,8581188,8582778
2015,"Liechtenstein","106","Services to transport",6033,6033,0,10570,10570
2015,"Liechtenstein","111","Information services",0,0,0,2105,1376
2015,"Liechtenstein","117","Education",0,0,0,0,0
2015,"Liechtenstein","118","Human health and social work activities",13774,13774,0,26994,26994
2015,"Lithuania","27","Gas extraction",144250,144250,0,212796,212796
2015,"Lithuania","41_42_43_44_45","Aggregate (see variable gloria_sector)",11957,11957,0,11133,11133
2015,"Lithuania","48_49","Aggregate (see variable gloria_sector)",3858,3858,0,4859,4859
2015,"Lithuania","51","Sugar refining; cocoa, chocolate and confectionery",151456,151456,0,121257,121257
2015,"Lithuania","55","Alcoholic and other  beverages",3953,3953,0,4759,4759
2015,"Lithuania","63","Refined petroleum products",1371698,1371698,0,2645914,2645914
2015,"Lithuania","64","Nitrogenous fertilizers",960751,960751,0,1518620,1518620
2015,"Lithuania","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Lithuania","73","Clay building materials",85455,85455,0,75829,76129
2015,"Lithuania","74","Glass and other ceramics n.e.c.",75360,75360,0,104150,104150
2015,"Lithuania","75","Cement, lime and plaster products",2268517,2268517,0,1982325,1981807
2015,"Lithuania","76","Other non-metallic mineral products n.e.c.",55585,55585,0,92914,92993
2015,"Lithuania","77","Basic iron and steel",35658,49296,0,22612,22626
2015,"Lithuania","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",28151,41789,0,18167,18167
2015,"Lithuania","93","Electric power generation, transmission and distribution",341195,341195,0,2956766,2956766
2015,"Lithuania","93_94","Aggregate (see variable gloria_sector)",60698,60698,0,43214,43214
2015,"Lithuania","94","Distribution of gaseous fuels through mains",27752,27752,0,36654,36654
2015,"Lithuania","104","Water transport",0,0,0,0,0
2015,"Lithuania","105","Air transport",85828,85828,0,154276,154276
2015,"Luxembourg","28","Iron ores",1311590,1311590,0,1257318,440134
2015,"Luxembourg","48_49","Aggregate (see variable gloria_sector)",10798,10798,0,15846,17284
2015,"Luxembourg","51","Sugar refining; cocoa, chocolate and confectionery",102878,102878,0,99393,99393
2015,"Luxembourg","52_53","Aggregate (see variable gloria_sector)",37021,37021,0,8088,8088
2015,"Luxembourg","54","Dairy products",0,0,0,0,0
2015,"Luxembourg","55","Alcoholic and other  beverages",26652,26652,0,2137,2137
2015,"Luxembourg","59","Sawmill products",129811,180031,0,33572,33572
2015,"Luxembourg","60","Pulp and paper",3945712,4084909,0,643008,643009
2015,"Luxembourg","63","Refined petroleum products",5474394,5474394,0,5730502,5730502
2015,"Luxembourg","64","Nitrogenous fertilizers",74857,74857,0,35928,35928
2015,"Luxembourg","66","Basic petrochemical products",171026,171026,0,99366,99366
2015,"Luxembourg","66_67_68_70","Aggregate (see variable gloria_sector)",1173463,1173463,0,961263,961263
2015,"Luxembourg","69","Pharmaceuticals and medicinal products",12096,12096,0,13154,13154
2015,"Luxembourg","70","Dyes, paints, glues, detergents and other chemical products",18788,18788,0,20194,20194
2015,"Luxembourg","71","Rubber products",0,0,0,0,0
2015,"Luxembourg","73","Clay building materials",6514,6514,0,8145,8145
2015,"Luxembourg","73_74_75_76","Aggregate (see variable gloria_sector)",4523,4523,0,4253,4253
