"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2015,"Cyprus","64","Nitrogenous fertilizers",141413,141413,0,70533,70533
2015,"Cyprus","66","Basic petrochemical products",70554,70554,0,65728,65728
2015,"Cyprus","66_67_68_70","Aggregate (see variable gloria_sector)",558872,558872,0,774201,774201
2015,"Cyprus","69","Pharmaceuticals and medicinal products",0,0,0,0,0
2015,"Cyprus","70","Dyes, paints, glues, detergents and other chemical products",22625,22625,0,18598,18598
2015,"Cyprus","71","Rubber products",0,0,0,0,0
2015,"Cyprus","73","Clay building materials",579782,581274,0,393256,393256
2015,"Cyprus","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Cyprus","74","Glass and other ceramics n.e.c.",498760,498760,0,672357,672357
2015,"Cyprus","74_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Cyprus","75","Cement, lime and plaster products",5864349,5864349,0,5061414,5061464
2015,"Cyprus","76","Other non-metallic mineral products n.e.c.",47670,47670,0,52041,52034
2015,"Cyprus","77","Basic iron and steel",216293,216293,0,211963,211963
2015,"Cyprus","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",216293,216293,0,211963,211963
2015,"Cyprus","87","Motor vehicles, trailers and semi-trailers",21706,21706,0,20200,20200
2015,"Cyprus","93","Electric power generation, transmission and distribution",179719,179719,0,15976932,15976932
2015,"Cyprus","93_94","Aggregate (see variable gloria_sector)",76576,76576,0,123032,123032
2015,"Cyprus","94","Distribution of gaseous fuels through mains",38838,69384,0,620912,620912
2015,"Cyprus","104","Water transport",0,0,0,0,0
2015,"Cyprus","105","Air transport",505895,505895,0,1280858,1284525
2015,"Denmark","6_7","Aggregate (see variable gloria_sector)",11816,11816,0,7,7
2015,"Denmark","27","Gas extraction",0,95142,0,137418,137418
2015,"Denmark","41_42_43_44_45","Aggregate (see variable gloria_sector)",1664,1664,0,0,0
2015,"Denmark","47","Cereal products",0,28049,0,2188,2188
2015,"Denmark","51","Sugar refining; cocoa, chocolate and confectionery",41865,41865,0,33290,33290
2015,"Denmark","55","Alcoholic and other  beverages",956,956,0,1026,1026
2015,"Denmark","57","Textiles and clothing",0,0,0,0,0
2015,"Denmark","59","Sawmill products",54561,54561,0,20193,20193
2015,"Denmark","60","Pulp and paper",60786,60786,0,9895,9895
2015,"Denmark","63","Refined petroleum products",2770234,2770234,0,3511578,3511578
2015,"Denmark","64","Nitrogenous fertilizers",2188447,2196745,0,2755929,2755929
2015,"Denmark","66","Basic petrochemical products",34575,34575,0,15896,15896
2015,"Denmark","73","Clay building materials",35161,35161,0,5698,5698
2015,"Denmark","73_74_75_76","Aggregate (see variable gloria_sector)",2357,2357,0,0,0
2015,"Denmark","74","Glass and other ceramics n.e.c.",16690,19568,0,35289,35289
2015,"Denmark","74_76","Aggregate (see variable gloria_sector)",2357,2357,0,0,0
2015,"Denmark","75","Cement, lime and plaster products",678665,731126,0,890629,890629
2015,"Denmark","76","Other non-metallic mineral products n.e.c.",34138,34138,0,53021,53021
2015,"Denmark","93","Electric power generation, transmission and distribution",0,0,0,0,0
2015,"Denmark","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Denmark","94","Distribution of gaseous fuels through mains",2772624,3311574,538950,2362760,2362760
2015,"Denmark","104","Water transport",0,0,0,0,0
2015,"Denmark","105","Air transport",12753,12753,0,68290,55493
2015,"Denmark","106","Services to transport",33878,33878,0,31574,31574
2015,"Denmark","111","Information services",0,661,0,217,217
2015,"Estonia","6_7","Aggregate (see variable gloria_sector)",28048,28048,0,52350,52372
2015,"Estonia","11","Growing grapes",8796,8796,0,5717,5705
2015,"Estonia","24","Hard coal",0,0,0,38750,38750
2015,"Estonia","26","Petroleum extraction",18896436,19198332,0,31277214,31378966
2015,"Estonia","27","Gas extraction",0,196340,0,227560,227560
2015,"Estonia","37","Quarrying of stone, sand and clay",404588,404588,0,426229,419681
2015,"Estonia","38","Chemical and fertilizer minerals",26218,26218,0,46055,46055
2015,"Estonia","39","Extraction of salt",54959,54959,0,60821,60821
2015,"Estonia","40","Mining and quarrying n.e.c.; services to mining",247894,247894,0,300934,300934
2015,"Estonia","41_42_43_44_45","Aggregate (see variable gloria_sector)",8663,8663,0,20273,20273
2015,"Estonia","47","Cereal products",193835,224585,0,356129,356122
2015,"Estonia","48_49","Aggregate (see variable gloria_sector)",122833,122833,0,168271,168271
2015,"Estonia","50","Food products and feeds n.e.c.",168797,168797,0,215465,215445
2015,"Estonia","51","Sugar refining; cocoa, chocolate and confectionery",545909,545909,0,1045807,1045807
2015,"Estonia","52_53","Aggregate (see variable gloria_sector)",92547,118880,0,184213,184192
2015,"Estonia","54","Dairy products",83933,83933,0,120634,120634
2015,"Estonia","55","Alcoholic and other  beverages",300180,302345,0,416962,406682
2015,"Estonia","56","Tobacco products",57183,57183,0,87972,87972
2015,"Estonia","57","Textiles and clothing",8364,8364,0,8190,8190
2015,"Estonia","59","Sawmill products",234603,234603,0,220728,217243
2015,"Estonia","60","Pulp and paper",1115663,1269645,0,986462,986461
2015,"Estonia","62","Coke oven products",0,0,0,0,0
2015,"Estonia","63","Refined petroleum products",20088312,20088312,0,25395900,25033424
2015,"Estonia","64","Nitrogenous fertilizers",1956968,1956968,0,1963510,1973266
2015,"Estonia","65_70","Aggregate (see variable gloria_sector)",120704,120704,0,138146,138146
2015,"Estonia","66","Basic petrochemical products",263993,263993,0,203685,203685
2015,"Estonia","66_67_68_70","Aggregate (see variable gloria_sector)",4199055,4393222,0,4337920,4359287
2015,"Estonia","69","Pharmaceuticals and medicinal products",610102,610102,0,826142,826934
2015,"Estonia","70","Dyes, paints, glues, detergents and other chemical products",177580,177580,0,167424,167424
2015,"Estonia","71","Rubber products",60488,60488,0,55272,55272
2015,"Estonia","72","Plastic products",41378,41378,0,74090,74090
2015,"Estonia","73","Clay building materials",407272,428891,0,576367,576370
2015,"Estonia","73_74_75_76","Aggregate (see variable gloria_sector)",2342,2342,0,1388,1388
2015,"Estonia","74","Glass and other ceramics n.e.c.",1315086,1315086,0,1565218,1565214
2015,"Estonia","74_76","Aggregate (see variable gloria_sector)",2342,2342,0,1388,1388
2015,"Estonia","75","Cement, lime and plaster products",7458056,7460276,0,8255766,8280127
2015,"Estonia","76","Other non-metallic mineral products n.e.c.",122013,122013,0,175370,175334
2015,"Estonia","77","Basic iron and steel",18129524,18856265,0,18152381,14072430
2015,"Estonia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",18129524,18856265,0,18152381,14072430
2015,"Estonia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",281323,281323,0,664922,664876
2015,"Estonia","85","Fabricated metal products",131425,131425,0,114421,114417
2015,"Estonia","86","Machinery and equipment",18098,18098,0,14434,14434
2015,"Estonia","87","Motor vehicles, trailers and semi-trailers",687846,687846,0,789699,789751
2015,"Estonia","88","Other transport equipment",259445,259445,0,288611,287595
2015,"Estonia","90","Computers; electronic products; optical and precision instruments",2958,2958,0,3096,3096
2015,"Estonia","91","Electrical equipment",0,0,0,0,0
2015,"Estonia","93","Electric power generation, transmission and distribution",180048,185778,0,94491066,94357110
2015,"Estonia","93_94","Aggregate (see variable gloria_sector)",23143,23997,0,1096356,1090305
2015,"Estonia","94","Distribution of gaseous fuels through mains",1269903,1294401,0,11053603,11053082
2015,"Estonia","95","Water collection, treatment and supply; sewerage",69849,90210,0,174282,174282
2015,"Estonia","96","Waste collection, treatment, and disposal",0,18319,0,40611,40611
2015,"Estonia","98","Building construction",0,0,0,0,0
2015,"Estonia","103","Transport via pipeline",7688,7688,0,13042,13042
2015,"Estonia","105","Air transport",4102471,4102471,0,6353579,6350975
2015,"Estonia","106","Services to transport",36302,36302,0,63357,65354
2015,"Estonia","109","Publishing",12085,13081,0,30385,30385
2015,"Estonia","110","Telecommunications",794,794,0,960,960
2015,"Estonia","111","Information services",431,24544,0,8300,8299
2015,"Estonia","112","Finance and insurance",595,595,0,3020,3020
2015,"Estonia","113","Property and real estate",47,47,0,158,158
2015,"Estonia","114","Professional, scientific and technical services",28455,28455,0,74171,74157
2015,"Estonia","115","Administrative services",0,0,0,15,15
2015,"Estonia","116","Government; social security; defence; public order",35395,35395,0,79086,88344
2015,"Estonia","117","Education",43085,43085,0,111324,111324
2015,"Estonia","118","Human health and social work activities",26600,60888,0,134848,134882
2015,"Finland","10","Growing crops n.e.c.",24200,24200,0,32139,32139
2015,"Finland","11","Growing grapes",859,859,0,567,567
2015,"Finland","26","Petroleum extraction",2317086,2317086,0,3371364,3371364
2015,"Finland","39","Extraction of salt",56271,56271,0,27116,27116
2015,"Finland","40","Mining and quarrying n.e.c.; services to mining",28768,28768,0,14145,14145
2015,"Finland","41_42_43_44_45","Aggregate (see variable gloria_sector)",58689,58689,0,61033,61033
2015,"Finland","46","Fish products",198212,198212,0,286930,286930
2015,"Finland","47","Cereal products",0,0,0,0,0
2015,"Finland","48_49","Aggregate (see variable gloria_sector)",0,12173,0,11539,11539
2015,"Finland","50","Food products and feeds n.e.c.",5311,5311,0,6892,6892
2015,"Finland","51","Sugar refining; cocoa, chocolate and confectionery",138782,138782,0,172751,172751
2015,"Finland","52_53","Aggregate (see variable gloria_sector)",37017,37017,0,50874,50874
2015,"Finland","54","Dairy products",116199,116199,0,164394,164394
2015,"Finland","55","Alcoholic and other  beverages",41837,41837,0,39675,39675
2015,"Finland","57","Textiles and clothing",0,0,0,0,0
2015,"Finland","59","Sawmill products",23029,23029,0,4880,4880
2015,"Finland","60","Pulp and paper",49258,53170,0,48688,48688
2015,"Finland","63","Refined petroleum products",1681476,1681476,0,1981960,1981960
2015,"Finland","65_70","Aggregate (see variable gloria_sector)",105020,105020,0,80768,80768
2015,"Finland","66_67_68_70","Aggregate (see variable gloria_sector)",14006,14006,0,8514,8514
2015,"Finland","69","Pharmaceuticals and medicinal products",7632,7632,0,13970,13970
2015,"Finland","70","Dyes, paints, glues, detergents and other chemical products",122102,135900,0,161094,161094
2015,"Finland","73","Clay building materials",81648,81648,0,105290,105290
2015,"Finland","74","Glass and other ceramics n.e.c.",59521,60983,0,66794,66794
2015,"Finland","75","Cement, lime and plaster products",2099722,2099722,0,1861245,1861245
2015,"Finland","76","Other non-metallic mineral products n.e.c.",164134,164134,0,176263,176263
2015,"Finland","77","Basic iron and steel",78564,78564,0,88405,88405
2015,"Finland","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",78564,78564,0,88405,88405
2015,"Finland","86","Machinery and equipment",18355,18355,0,17063,17063
2015,"Finland","88","Other transport equipment",0,0,0,0,0
2015,"Finland","93","Electric power generation, transmission and distribution",3212257,3212257,0,8278481,8278479
2015,"Finland","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Finland","94","Distribution of gaseous fuels through mains",360307,400531,0,730054,730054
2015,"Finland","96","Waste collection, treatment, and disposal",727225,787674,0,1157708,1157708
2015,"Finland","104","Water transport",0,0,0,0,0
2015,"Finland","105","Air transport",369186,369186,0,532135,535066
2015,"Finland","111","Information services",23198,23198,0,161,161
2015,"Finland","118","Human health and social work activities",9734,9734,0,8072,8072
2015,"France","20","Raising of animals n.e.c.; services to agriculture",2170,2170,0,2309,2309
2015,"France","26","Petroleum extraction",63052,63052,0,24352,24352
2015,"France","27","Gas extraction",204758,204758,0,376578,376578
2015,"France","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"France","51","Sugar refining; cocoa, chocolate and confectionery",100220,100220,0,184233,184233
2015,"France","52_53","Aggregate (see variable gloria_sector)",33872,33872,0,1760,1760
2015,"France","55","Alcoholic and other  beverages",26962,26962,0,36766,36766
2015,"France","59","Sawmill products",189108,227804,0,75055,75055
2015,"France","60","Pulp and paper",79826,89152,0,121605,121605
2015,"France","63","Refined petroleum products",2137488,2410812,0,2435822,2435822
2015,"France","64","Nitrogenous fertilizers",2560377,2638459,0,2144216,1807951
2015,"France","66","Basic petrochemical products",69322,69322,0,33870,33870
2015,"France","66_67_68_70","Aggregate (see variable gloria_sector)",544957,714506,0,427435,427435
2015,"France","69","Pharmaceuticals and medicinal products",0,0,0,0,0
2015,"France","71","Rubber products",62979,75366,0,78152,78152
2015,"France","73","Clay building materials",191697,191697,0,256676,256676
2015,"France","73_74_75_76","Aggregate (see variable gloria_sector)",8433,8433,0,8390,8390
2015,"France","74","Glass and other ceramics n.e.c.",169783,176789,0,210554,210554
2015,"France","74_76","Aggregate (see variable gloria_sector)",8433,8433,0,8390,8390
2015,"France","75","Cement, lime and plaster products",5791914,5939103,0,5648569,5648569
2015,"France","76","Other non-metallic mineral products n.e.c.",25989,25989,0,23155,23155
2015,"France","77","Basic iron and steel",3828888,3851067,0,4756772,4756772
2015,"France","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",3823615,3845794,0,4752294,4752294
2015,"France","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",909197,909197,0,693010,693010
2015,"France","86","Machinery and equipment",17436,17436,0,39811,39811
2015,"France","87","Motor vehicles, trailers and semi-trailers",84758,84758,0,130380,130380
2015,"France","88","Other transport equipment",0,0,0,0,0
2015,"France","89","Repair and installation of machinery and equipment (service)",593,593,0,1085,1085
2015,"France","91","Electrical equipment",0,0,0,1079,1079
2015,"France","92","Furniture and other manufacturing n.e.c",0,0,0,0,0
2015,"France","93","Electric power generation, transmission and distribution",1945482,10353711,8261214,20114471,19657615
2015,"France","93_94","Aggregate (see variable gloria_sector)",214799,373283,158484,1174102,1174102
2015,"France","94","Distribution of gaseous fuels through mains",3305424,4940806,1582198,9758738,6522618
2015,"France","104","Water transport",0,0,0,0,0
2015,"France","105","Air transport",314061,314061,0,571364,571364
2015,"France","111","Information services",0,0,0,334,334
2015,"Germany","6_7","Aggregate (see variable gloria_sector)",268137,274420,0,527013,527013
2015,"Germany","10","Growing crops n.e.c.",7401,7401,0,12777,12777
2015,"Germany","12","Growing fruits and nuts",0,0,0,0,0
2015,"Germany","15","Seeds and plant propagation",14876,14876,0,32302,32302
2015,"Germany","26","Petroleum extraction",113614,113614,0,278652,278652
2015,"Germany","27","Gas extraction",2019428,2431572,0,2706800,2703294
2015,"Germany","39","Extraction of salt",554760,554760,0,276495,276495
2015,"Germany","40","Mining and quarrying n.e.c.; services to mining",86781,86781,0,78219,78219
2015,"Germany","41_42_43_44_45","Aggregate (see variable gloria_sector)",9989,9989,0,12018,12018
2015,"Germany","47","Cereal products",462407,470044,0,526033,526033
2015,"Germany","48_49","Aggregate (see variable gloria_sector)",240399,267518,0,352864,352864
2015,"Germany","50","Food products and feeds n.e.c.",110178,110178,0,132822,132822
2015,"Germany","51","Sugar refining; cocoa, chocolate and confectionery",232272,232272,0,281736,281736
2015,"Germany","52_53","Aggregate (see variable gloria_sector)",296996,296996,0,362387,362387
2015,"Germany","54","Dairy products",332109,354963,0,482352,482352
2015,"Germany","55","Alcoholic and other  beverages",98500,98500,0,138881,138881
2015,"Germany","56","Tobacco products",50571,50571,0,37836,37836
2015,"Germany","57","Textiles and clothing",102661,102661,0,105190,103850
2015,"Germany","60","Pulp and paper",865162,865162,0,1081254,1081254
2015,"Germany","63","Refined petroleum products",17507146,17824610,0,22315786,22316284
2015,"Germany","64","Nitrogenous fertilizers",5002133,5067187,0,5587610,5587610
2015,"Germany","65_70","Aggregate (see variable gloria_sector)",3831,3831,0,3659,3659
2015,"Germany","66","Basic petrochemical products",645620,645620,0,662930,661749
2015,"Germany","66_67_68_70","Aggregate (see variable gloria_sector)",12264486,12268493,0,10528545,10507308
2015,"Germany","69","Pharmaceuticals and medicinal products",150632,150632,0,179380,179380
2015,"Germany","70","Dyes, paints, glues, detergents and other chemical products",378078,439921,0,408630,419648
2015,"Germany","71","Rubber products",17339,17339,0,16889,16889
2015,"Germany","72","Plastic products",24538,24538,0,39863,39863
2015,"Germany","73","Clay building materials",440903,440903,0,467228,467228
2015,"Germany","73_74_75_76","Aggregate (see variable gloria_sector)",8034,8034,0,10151,10151
2015,"Germany","74","Glass and other ceramics n.e.c.",492837,492837,0,541913,541913
2015,"Germany","74_76","Aggregate (see variable gloria_sector)",8034,8034,0,10151,10151
2015,"Germany","75","Cement, lime and plaster products",615752,615752,0,455381,455652
2015,"Germany","76","Other non-metallic mineral products n.e.c.",221752,227871,0,251594,251654
2015,"Germany","77","Basic iron and steel",10413260,10413260,0,6334845,6333800
2015,"Germany","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",10413260,10413260,0,6334845,6333800
2015,"Germany","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",281916,331747,0,297924,297624
2015,"Germany","87","Motor vehicles, trailers and semi-trailers",55372,55372,0,66360,66360
2015,"Germany","88","Other transport equipment",0,0,0,0,0
2015,"Germany","89","Repair and installation of machinery and equipment (service)",9697,9697,0,13469,13469
2015,"Germany","90","Computers; electronic products; optical and precision instruments",12959,12959,0,7812,7812
2015,"Germany","93","Electric power generation, transmission and distribution",622998,701272,0,30168214,30174975
2015,"Germany","93_94","Aggregate (see variable gloria_sector)",258760,258760,0,19410614,19410614
2015,"Germany","94","Distribution of gaseous fuels through mains",1100402,1108758,0,2828242,2828242
2015,"Germany","97","Materials recovery",0,57556,0,92747,92747
2015,"Germany","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",11468,11468,0,14732,14732
2015,"Germany","103","Transport via pipeline",20608,20608,0,27932,27932
2015,"Germany","104","Water transport",0,0,0,0,0
2015,"Germany","105","Air transport",1242605,1242605,0,2344780,2344348
2015,"Germany","106","Services to transport",46442,46442,0,125685,124301
2015,"Germany","110","Telecommunications",0,0,0,914,914
2015,"Germany","111","Information services",5139,5139,0,11931,12683
2015,"Germany","116","Government; social security; defence; public order",8005,8005,0,11692,11692
2015,"Germany","117","Education",34369,34369,0,74391,74646
2015,"Germany","118","Human health and social work activities",87900,88790,0,158764,158764
2015,"Greece","20","Raising of animals n.e.c.; services to agriculture",913,913,0,1241,1241
2015,"Greece","26","Petroleum extraction",463568,463568,0,1181822,1181822
2015,"Greece","27","Gas extraction",769362,769362,0,716282,716282
2015,"Greece","41_42_43_44_45","Aggregate (see variable gloria_sector)",44639,44639,0,89126,89126
2015,"Greece","46","Fish products",0,0,0,0,0
2015,"Greece","47","Cereal products",336501,339347,0,363120,363120
2015,"Greece","48_49","Aggregate (see variable gloria_sector)",296249,333056,0,430786,429017
2015,"Greece","50","Food products and feeds n.e.c.",88499,94572,0,119853,119853
2015,"Greece","50_51","Aggregate (see variable gloria_sector)",0,3398,0,11672,11672
2015,"Greece","51","Sugar refining; cocoa, chocolate and confectionery",301681,301681,0,168050,168050
2015,"Greece","52_53","Aggregate (see variable gloria_sector)",120897,144591,0,223149,223149
2015,"Greece","54","Dairy products",81766,88781,0,142194,142194
2015,"Greece","55","Alcoholic and other  beverages",117852,127945,0,113686,113686
2015,"Greece","57","Textiles and clothing",475225,488197,0,436639,436639
2015,"Greece","58","Leather and footwear",9904,9904,0,8589,8589
2015,"Greece","59","Sawmill products",323609,323609,0,228184,228184
2015,"Greece","60","Pulp and paper",2740427,2815671,0,3905053,3901476
2015,"Greece","61","Printing",17390,17390,0,24474,10335
2015,"Greece","62","Coke oven products",253772,253772,0,229256,229256
2015,"Greece","63","Refined petroleum products",25134968,26508056,0,37539764,37539764
2015,"Greece","64","Nitrogenous fertilizers",895272,895272,0,946480,946480
2015,"Greece","65_70","Aggregate (see variable gloria_sector)",41680,41680,0,63514,63514
2015,"Greece","66","Basic petrochemical products",491717,510973,0,221580,221580
2015,"Greece","66_67_68_70","Aggregate (see variable gloria_sector)",4766529,4823800,0,4827558,4827558
2015,"Greece","69","Pharmaceuticals and medicinal products",279804,289426,0,437818,430004
2015,"Greece","70","Dyes, paints, glues, detergents and other chemical products",155456,155456,0,190260,190260
2015,"Greece","71","Rubber products",60134,60134,0,91703,91703
2015,"Greece","72","Plastic products",42915,42915,0,79923,79923
2015,"Greece","73","Clay building materials",2627623,2690670,0,2461206,2467791
2015,"Greece","73_74_75_76","Aggregate (see variable gloria_sector)",195991,195991,0,180808,180808
2015,"Greece","74","Glass and other ceramics n.e.c.",2110982,2160873,0,2718005,2718005
2015,"Greece","74_76","Aggregate (see variable gloria_sector)",179922,179922,0,168594,168594
2015,"Greece","75","Cement, lime and plaster products",19207540,19715343,0,14889188,14889482
2015,"Greece","76","Other non-metallic mineral products n.e.c.",77801,77801,0,69515,69515
2015,"Greece","77","Basic iron and steel",18278679,18362829,0,10394205,10394205
2015,"Greece","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",18206476,18290626,0,10299515,10299515
2015,"Greece","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",510864,558194,0,573254,573254
2015,"Greece","85","Fabricated metal products",515500,583565,0,648986,648986
2015,"Greece","86","Machinery and equipment",100985,100985,0,98214,96779
2015,"Greece","87","Motor vehicles, trailers and semi-trailers",11707,39609,0,42397,42731
2015,"Greece","88","Other transport equipment",135028,147536,0,236072,236072
2015,"Greece","89","Repair and installation of machinery and equipment (service)",5347,5347,0,7882,7882
2015,"Greece","90","Computers; electronic products; optical and precision instruments",26840,26840,0,71851,71851
2015,"Greece","91","Electrical equipment",20548,20548,0,12263,12263
2015,"Greece","92","Furniture and other manufacturing n.e.c",1003,1003,0,614,614
2015,"Greece","93","Electric power generation, transmission and distribution",1021611,1134092,0,87219411,87210242
2015,"Greece","93_94","Aggregate (see variable gloria_sector)",315290,365146,0,2002403,2002403
2015,"Greece","94","Distribution of gaseous fuels through mains",1649204,1711384,0,3823351,3823351
2015,"Greece","96","Waste collection, treatment, and disposal",0,0,0,0,0
2015,"Greece","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",5368,5368,0,9794,9794
2015,"Greece","102","Rail transport",0,0,0,0,0
2015,"Greece","103","Transport via pipeline",475140,475140,0,878158,878158
2015,"Greece","104","Water transport",0,0,0,0,0
2015,"Greece","105","Air transport",2828400,2828400,0,4553160,4555123
2015,"Greece","106","Services to transport",38355,38355,0,100110,100110
2015,"Greece","107","Postal and courier services",0,0,0,0,0
2015,"Greece","108","Hospitality",9374,9374,0,14870,14870
2015,"Greece","109","Publishing",11992,11992,0,23392,23392
2015,"Greece","111","Information services",0,0,0,1125,782
2015,"Greece","115","Administrative services",5404,5404,0,8102,8102
2015,"Greece","118","Human health and social work activities",18046,18046,0,84160,84080
2015,"Hungary","24","Hard coal",53552,53552,0,66150,66150
2015,"Hungary","26","Petroleum extraction",252086,275544,0,377858,375850
2015,"Hungary","28","Iron ores",137518,137518,0,159732,152168
2015,"Hungary","37","Quarrying of stone, sand and clay",30273,32864,0,56189,56189
2015,"Hungary","40","Mining and quarrying n.e.c.; services to mining",250212,296658,0,342292,342292
2015,"Hungary","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2015,"Hungary","47","Cereal products",291052,307331,0,415159,416764
2015,"Hungary","48_49","Aggregate (see variable gloria_sector)",175016,175016,0,259377,259393
2015,"Hungary","50","Food products and feeds n.e.c.",34655,34655,0,49757,49757
2015,"Hungary","51","Sugar refining; cocoa, chocolate and confectionery",1240115,1240115,0,1824213,1824213
2015,"Hungary","52_53","Aggregate (see variable gloria_sector)",208807,208807,0,234080,234080
2015,"Hungary","54","Dairy products",145648,202407,0,343317,384340
2015,"Hungary","55","Alcoholic and other  beverages",85652,87128,0,139080,139080
2015,"Hungary","57","Textiles and clothing",43667,43667,0,32304,32304
2015,"Hungary","59","Sawmill products",1050620,1050620,0,371788,387228
2015,"Hungary","60","Pulp and paper",6250866,6479076,0,5402351,5390170
2015,"Hungary","61","Printing",21910,21910,0,40393,40441
2015,"Hungary","62","Coke oven products",2789800,2899404,0,6650168,6650168
2015,"Hungary","63","Refined petroleum products",39715228,39765776,0,48983920,48818522
2015,"Hungary","64","Nitrogenous fertilizers",3961766,3961766,0,4729133,4727133
2015,"Hungary","65_70","Aggregate (see variable gloria_sector)",6032,6032,0,14220,14220
2015,"Hungary","66","Basic petrochemical products",55589,91117,0,90725,90725
2015,"Hungary","66_67_68_70","Aggregate (see variable gloria_sector)",16413307,16504760,0,14928557,14851018
2015,"Hungary","69","Pharmaceuticals and medicinal products",199244,199244,0,242118,242118
2015,"Hungary","70","Dyes, paints, glues, detergents and other chemical products",161977,169163,0,213702,214106
2015,"Hungary","71","Rubber products",109482,109482,0,156455,156456
2015,"Hungary","72","Plastic products",27671,27671,0,50281,50281
2015,"Hungary","73","Clay building materials",1593221,1609904,0,1709805,1719616
2015,"Hungary","73_74_75_76","Aggregate (see variable gloria_sector)",152538,152538,0,130483,130317
2015,"Hungary","74","Glass and other ceramics n.e.c.",3150064,3202974,0,3792881,3791725
2015,"Hungary","74_76","Aggregate (see variable gloria_sector)",152538,152538,0,130483,130317
2015,"Hungary","75","Cement, lime and plaster products",24459709,24966302,0,26769702,26107599
2015,"Hungary","76","Other non-metallic mineral products n.e.c.",430641,451535,0,535340,535340
2015,"Hungary","77","Basic iron and steel",47440097,47802511,0,33378674,33185396
2015,"Hungary","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",46436252,46795939,0,32306805,32100763
2015,"Hungary","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",2728541,2756629,0,2937023,2940367
2015,"Hungary","85","Fabricated metal products",374142,374142,0,556861,556861
2015,"Hungary","86","Machinery and equipment",54604,54604,0,69865,69891
2015,"Hungary","87","Motor vehicles, trailers and semi-trailers",536901,536901,0,661711,661711
2015,"Hungary","88","Other transport equipment",172797,174595,0,237497,237497
2015,"Hungary","89","Repair and installation of machinery and equipment (service)",9338,9570,0,19743,19743
2015,"Hungary","90","Computers; electronic products; optical and precision instruments",4105,4105,0,3362,3362
2015,"Hungary","91","Electrical equipment",0,0,0,0,0
2015,"Hungary","92","Furniture and other manufacturing n.e.c",68102,88264,0,169813,169813
2015,"Hungary","93","Electric power generation, transmission and distribution",12041547,12301922,0,289315633,286073672
2015,"Hungary","93_94","Aggregate (see variable gloria_sector)",36458,46107,0,2349280,2349292
2015,"Hungary","94","Distribution of gaseous fuels through mains",22793872,23676029,0,70098549,69710355
2015,"Hungary","95","Water collection, treatment and supply; sewerage",0,0,0,0,0
2015,"Hungary","96","Waste collection, treatment, and disposal",13599,13599,0,24577,24577
2015,"Hungary","97","Materials recovery",0,0,0,0,0
2015,"Hungary","98_99","Aggregate (see variable gloria_sector)",0,0,0,32096,32096
2015,"Hungary","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,1468,0,0,0
2015,"Hungary","102","Rail transport",0,0,0,0,0
2015,"Hungary","104","Water transport",0,0,0,0,0
2015,"Hungary","105","Air transport",5199960,5199960,0,9084128,9085458
2015,"Hungary","106","Services to transport",27546,28100,0,78564,78564
2015,"Hungary","111","Information services",95720,113073,0,1464,1410
2015,"Hungary","114","Professional, scientific and technical services",31,31,0,167,167
2015,"Hungary","115","Administrative services",3156,3156,0,5964,5964
2015,"Hungary","116","Government; social security; defence; public order",13836,13836,0,19803,19803
2015,"Hungary","117","Education",11592,11592,0,15315,15315
2015,"Hungary","118","Human health and social work activities",67478,67478,0,56332,56332
2015,"Iceland","25","Lignite and peat",0,0,0,0,0
2015,"Iceland","26","Petroleum extraction",0,12728,0,32100,32100
2015,"Iceland","54","Dairy products",0,0,0,0,0
2015,"Iceland","57","Textiles and clothing",0,0,0,0,0
2015,"Iceland","59","Sawmill products",0,0,0,0,0
2015,"Iceland","60","Pulp and paper",113264,113264,0,46984,46984
2015,"Iceland","63","Refined petroleum products",491240,2301218,0,2414618,2414618
2015,"Iceland","64","Nitrogenous fertilizers",0,0,0,0,0
2015,"Iceland","73","Clay building materials",5744,5744,0,5204,5204
2015,"Iceland","74","Glass and other ceramics n.e.c.",23947,23947,0,33380,33380
